_id,id,year,state_name,state_code,educational_status,gender,number_of_deaths
1,1,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Female,0
2,2,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Male,1
3,3,2018,Andaman And Nicobar Islands,35,Diploma/ Certificate/ Iti,Transgender,0
4,4,2018,Andaman And Nicobar Islands,35,Graduate And Above,Female,4
5,5,2018,Andaman And Nicobar Islands,35,Graduate And Above,Male,4
6,6,2018,Andaman And Nicobar Islands,35,Graduate And Above,Transgender,0
7,7,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,9
8,8,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,15
9,9,2018,Andaman And Nicobar Islands,35,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
10,10,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,8
11,11,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,20
12,12,2018,Andaman And Nicobar Islands,35,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
13,13,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Female,7
14,14,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Male,24
15,15,2018,Andaman And Nicobar Islands,35,Middle (Up To Class–8ᵗʰ),Transgender,0
16,16,2018,Andaman And Nicobar Islands,35,No Education,Female,10
17,17,2018,Andaman And Nicobar Islands,35,No Education,Male,10
18,18,2018,Andaman And Nicobar Islands,35,No Education,Transgender,0
19,19,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Female,13
20,20,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Male,32
21,21,2018,Andaman And Nicobar Islands,35,Primary (Up To Class–5ᵗʰ),Transgender,0
22,22,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Female,0
23,23,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Male,0
24,24,2018,Andaman And Nicobar Islands,35,Professionals (Mba Etc.),Transgender,0
25,25,2018,Andaman And Nicobar Islands,35,Status Not Known,Female,3
26,26,2018,Andaman And Nicobar Islands,35,Status Not Known,Male,4
27,27,2018,Andaman And Nicobar Islands,35,Status Not Known,Transgender,0
28,28,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Female,3
29,29,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Male,25
30,30,2018,Andhra Pradesh,28,Diploma/ Certificate/ Iti,Transgender,0
31,31,2018,Andhra Pradesh,28,Graduate And Above,Female,60
32,32,2018,Andhra Pradesh,28,Graduate And Above,Male,170
33,33,2018,Andhra Pradesh,28,Graduate And Above,Transgender,0
34,34,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,120
35,35,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,286
36,36,2018,Andhra Pradesh,28,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
37,37,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,246
38,38,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,649
39,39,2018,Andhra Pradesh,28,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
40,40,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Female,234
41,41,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Male,635
42,42,2018,Andhra Pradesh,28,Middle (Up To Class–8ᵗʰ),Transgender,1
43,43,2018,Andhra Pradesh,28,No Education,Female,452
44,44,2018,Andhra Pradesh,28,No Education,Male,828
45,45,2018,Andhra Pradesh,28,No Education,Transgender,1
46,46,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Female,372
47,47,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Male,780
48,48,2018,Andhra Pradesh,28,Primary (Up To Class–5ᵗʰ),Transgender,0
49,49,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Female,7
50,50,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Male,10
51,51,2018,Andhra Pradesh,28,Professionals (Mba Etc.),Transgender,0
52,52,2018,Andhra Pradesh,28,Status Not Known,Female,72
53,53,2018,Andhra Pradesh,28,Status Not Known,Male,368
54,54,2018,Andhra Pradesh,28,Status Not Known,Transgender,0
55,55,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Female,0
56,56,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Male,1
57,57,2018,Arunachal Pradesh,12,Diploma/ Certificate/ Iti,Transgender,0
58,58,2018,Arunachal Pradesh,12,Graduate And Above,Female,0
59,59,2018,Arunachal Pradesh,12,Graduate And Above,Male,2
60,60,2018,Arunachal Pradesh,12,Graduate And Above,Transgender,0
61,61,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,4
62,62,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,24
63,63,2018,Arunachal Pradesh,12,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
64,64,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,12
65,65,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,15
66,66,2018,Arunachal Pradesh,12,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
67,67,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Female,6
68,68,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Male,20
69,69,2018,Arunachal Pradesh,12,Middle (Up To Class–8ᵗʰ),Transgender,0
70,70,2018,Arunachal Pradesh,12,No Education,Female,3
71,71,2018,Arunachal Pradesh,12,No Education,Male,14
72,72,2018,Arunachal Pradesh,12,No Education,Transgender,0
73,73,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Female,5
74,74,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Male,12
75,75,2018,Arunachal Pradesh,12,Primary (Up To Class–5ᵗʰ),Transgender,0
76,76,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Female,0
77,77,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Male,0
78,78,2018,Arunachal Pradesh,12,Professionals (Mba Etc.),Transgender,0
79,79,2018,Arunachal Pradesh,12,Status Not Known,Female,6
80,80,2018,Arunachal Pradesh,12,Status Not Known,Male,8
81,81,2018,Arunachal Pradesh,12,Status Not Known,Transgender,0
82,82,2018,Assam,18,Diploma/ Certificate/ Iti,Female,10
83,83,2018,Assam,18,Diploma/ Certificate/ Iti,Male,8
84,84,2018,Assam,18,Diploma/ Certificate/ Iti,Transgender,0
85,85,2018,Assam,18,Graduate And Above,Female,5
86,86,2018,Assam,18,Graduate And Above,Male,33
87,87,2018,Assam,18,Graduate And Above,Transgender,0
88,88,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,47
89,89,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,115
90,90,2018,Assam,18,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
91,91,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,140
92,92,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,290
93,93,2018,Assam,18,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
94,94,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Female,149
95,95,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Male,287
96,96,2018,Assam,18,Middle (Up To Class–8ᵗʰ),Transgender,0
97,97,2018,Assam,18,No Education,Female,105
98,98,2018,Assam,18,No Education,Male,332
99,99,2018,Assam,18,No Education,Transgender,0
100,100,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Female,114
101,101,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Male,256
102,102,2018,Assam,18,Primary (Up To Class–5ᵗʰ),Transgender,0
103,103,2018,Assam,18,Professionals (Mba Etc.),Female,0
104,104,2018,Assam,18,Professionals (Mba Etc.),Male,0
105,105,2018,Assam,18,Professionals (Mba Etc.),Transgender,0
106,106,2018,Assam,18,Status Not Known,Female,133
107,107,2018,Assam,18,Status Not Known,Male,355
108,108,2018,Assam,18,Status Not Known,Transgender,0
109,109,2018,Bihar,10,Diploma/ Certificate/ Iti,Female,0
110,110,2018,Bihar,10,Diploma/ Certificate/ Iti,Male,2
111,111,2018,Bihar,10,Diploma/ Certificate/ Iti,Transgender,0
112,112,2018,Bihar,10,Graduate And Above,Female,4
113,113,2018,Bihar,10,Graduate And Above,Male,26
114,114,2018,Bihar,10,Graduate And Above,Transgender,0
115,115,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,43
116,116,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,79
117,117,2018,Bihar,10,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
118,118,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,60
119,119,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,74
120,120,2018,Bihar,10,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
121,121,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Female,30
122,122,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Male,24
123,123,2018,Bihar,10,Middle (Up To Class–8ᵗʰ),Transgender,0
124,124,2018,Bihar,10,No Education,Female,27
125,125,2018,Bihar,10,No Education,Male,18
126,126,2018,Bihar,10,No Education,Transgender,0
127,127,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Female,16
128,128,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Male,16
129,129,2018,Bihar,10,Primary (Up To Class–5ᵗʰ),Transgender,0
130,130,2018,Bihar,10,Professionals (Mba Etc.),Female,3
131,131,2018,Bihar,10,Professionals (Mba Etc.),Male,19
132,132,2018,Bihar,10,Professionals (Mba Etc.),Transgender,0
133,133,2018,Bihar,10,Status Not Known,Female,2
134,134,2018,Bihar,10,Status Not Known,Male,0
135,135,2018,Bihar,10,Status Not Known,Transgender,0
136,136,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Female,0
137,137,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Male,0
138,138,2018,Chandigarh,4,Diploma/ Certificate/ Iti,Transgender,0
139,139,2018,Chandigarh,4,Graduate And Above,Female,1
140,140,2018,Chandigarh,4,Graduate And Above,Male,15
141,141,2018,Chandigarh,4,Graduate And Above,Transgender,0
142,142,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,11
143,143,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,23
144,144,2018,Chandigarh,4,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
145,145,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,12
146,146,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,44
147,147,2018,Chandigarh,4,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
148,148,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Female,14
149,149,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Male,24
150,150,2018,Chandigarh,4,Middle (Up To Class–8ᵗʰ),Transgender,0
151,151,2018,Chandigarh,4,No Education,Female,0
152,152,2018,Chandigarh,4,No Education,Male,3
153,153,2018,Chandigarh,4,No Education,Transgender,0
154,154,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Female,2
155,155,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Male,11
156,156,2018,Chandigarh,4,Primary (Up To Class–5ᵗʰ),Transgender,0
157,157,2018,Chandigarh,4,Professionals (Mba Etc.),Female,0
158,158,2018,Chandigarh,4,Professionals (Mba Etc.),Male,0
159,159,2018,Chandigarh,4,Professionals (Mba Etc.),Transgender,0
160,160,2018,Chandigarh,4,Status Not Known,Female,0
161,161,2018,Chandigarh,4,Status Not Known,Male,0
162,162,2018,Chandigarh,4,Status Not Known,Transgender,0
163,163,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Female,5
164,164,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Male,21
165,165,2018,Chhattisgarh,22,Diploma/ Certificate/ Iti,Transgender,0
166,166,2018,Chhattisgarh,22,Graduate And Above,Female,36
167,167,2018,Chhattisgarh,22,Graduate And Above,Male,115
168,168,2018,Chhattisgarh,22,Graduate And Above,Transgender,0
169,169,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,210
170,170,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,605
171,171,2018,Chhattisgarh,22,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
172,172,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,419
173,173,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,943
174,174,2018,Chhattisgarh,22,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
175,175,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Female,461
176,176,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Male,1216
177,177,2018,Chhattisgarh,22,Middle (Up To Class–8ᵗʰ),Transgender,0
178,178,2018,Chhattisgarh,22,No Education,Female,341
179,179,2018,Chhattisgarh,22,No Education,Male,598
180,180,2018,Chhattisgarh,22,No Education,Transgender,0
181,181,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Female,436
182,182,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Male,1164
183,183,2018,Chhattisgarh,22,Primary (Up To Class–5ᵗʰ),Transgender,0
184,184,2018,Chhattisgarh,22,Professionals (Mba Etc.),Female,1
185,185,2018,Chhattisgarh,22,Professionals (Mba Etc.),Male,0
186,186,2018,Chhattisgarh,22,Professionals (Mba Etc.),Transgender,0
187,187,2018,Chhattisgarh,22,Status Not Known,Female,158
188,188,2018,Chhattisgarh,22,Status Not Known,Male,317
189,189,2018,Chhattisgarh,22,Status Not Known,Transgender,0
190,190,2018,Delhi,7,Diploma/ Certificate/ Iti,Female,4
191,191,2018,Delhi,7,Diploma/ Certificate/ Iti,Male,29
192,192,2018,Delhi,7,Diploma/ Certificate/ Iti,Transgender,0
193,193,2018,Delhi,7,Graduate And Above,Female,15
194,194,2018,Delhi,7,Graduate And Above,Male,79
195,195,2018,Delhi,7,Graduate And Above,Transgender,0
196,196,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,190
197,197,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,331
198,198,2018,Delhi,7,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
199,199,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,276
200,200,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,789
201,201,2018,Delhi,7,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
202,202,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Female,107
203,203,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Male,249
204,204,2018,Delhi,7,Middle (Up To Class–8ᵗʰ),Transgender,0
205,205,2018,Delhi,7,No Education,Female,46
206,206,2018,Delhi,7,No Education,Male,76
207,207,2018,Delhi,7,No Education,Transgender,0
208,208,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Female,66
209,209,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Male,126
210,210,2018,Delhi,7,Primary (Up To Class–5ᵗʰ),Transgender,0
211,211,2018,Delhi,7,Professionals (Mba Etc.),Female,1
212,212,2018,Delhi,7,Professionals (Mba Etc.),Male,1
213,213,2018,Delhi,7,Professionals (Mba Etc.),Transgender,0
214,214,2018,Delhi,7,Status Not Known,Female,42
215,215,2018,Delhi,7,Status Not Known,Male,99
216,216,2018,Delhi,7,Status Not Known,Transgender,0
217,217,2018,Goa,30,Diploma/ Certificate/ Iti,Female,0
218,218,2018,Goa,30,Diploma/ Certificate/ Iti,Male,0
219,219,2018,Goa,30,Diploma/ Certificate/ Iti,Transgender,0
220,220,2018,Goa,30,Graduate And Above,Female,3
221,221,2018,Goa,30,Graduate And Above,Male,5
222,222,2018,Goa,30,Graduate And Above,Transgender,0
223,223,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,13
224,224,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,36
225,225,2018,Goa,30,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
226,226,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,16
227,227,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,67
228,228,2018,Goa,30,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
229,229,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Female,12
230,230,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Male,34
231,231,2018,Goa,30,Middle (Up To Class–8ᵗʰ),Transgender,0
232,232,2018,Goa,30,No Education,Female,8
233,233,2018,Goa,30,No Education,Male,15
234,234,2018,Goa,30,No Education,Transgender,0
235,235,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Female,7
236,236,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Male,20
237,237,2018,Goa,30,Primary (Up To Class–5ᵗʰ),Transgender,0
238,238,2018,Goa,30,Professionals (Mba Etc.),Female,0
239,239,2018,Goa,30,Professionals (Mba Etc.),Male,1
240,240,2018,Goa,30,Professionals (Mba Etc.),Transgender,0
241,241,2018,Goa,30,Status Not Known,Female,2
242,242,2018,Goa,30,Status Not Known,Male,17
243,243,2018,Goa,30,Status Not Known,Transgender,0
244,244,2018,Gujarat,24,Diploma/ Certificate/ Iti,Female,8
245,245,2018,Gujarat,24,Diploma/ Certificate/ Iti,Male,55
246,246,2018,Gujarat,24,Diploma/ Certificate/ Iti,Transgender,0
247,247,2018,Gujarat,24,Graduate And Above,Female,51
248,248,2018,Gujarat,24,Graduate And Above,Male,142
249,249,2018,Gujarat,24,Graduate And Above,Transgender,0
250,250,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,395
251,251,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,835
252,252,2018,Gujarat,24,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
253,253,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,584
254,254,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,1323
255,255,2018,Gujarat,24,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
256,256,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Female,568
257,257,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Male,1124
258,258,2018,Gujarat,24,Middle (Up To Class–8ᵗʰ),Transgender,0
259,259,2018,Gujarat,24,No Education,Female,319
260,260,2018,Gujarat,24,No Education,Male,505
261,261,2018,Gujarat,24,No Education,Transgender,0
262,262,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Female,604
263,263,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Male,1043
264,264,2018,Gujarat,24,Primary (Up To Class–5ᵗʰ),Transgender,0
265,265,2018,Gujarat,24,Professionals (Mba Etc.),Female,2
266,266,2018,Gujarat,24,Professionals (Mba Etc.),Male,6
267,267,2018,Gujarat,24,Professionals (Mba Etc.),Transgender,0
268,268,2018,Gujarat,24,Status Not Known,Female,52
269,269,2018,Gujarat,24,Status Not Known,Male,177
270,270,2018,Gujarat,24,Status Not Known,Transgender,0
271,271,2018,Haryana,6,Diploma/ Certificate/ Iti,Female,20
272,272,2018,Haryana,6,Diploma/ Certificate/ Iti,Male,87
273,273,2018,Haryana,6,Diploma/ Certificate/ Iti,Transgender,0
274,274,2018,Haryana,6,Graduate And Above,Female,19
275,275,2018,Haryana,6,Graduate And Above,Male,72
276,276,2018,Haryana,6,Graduate And Above,Transgender,0
277,277,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,114
278,278,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,434
279,279,2018,Haryana,6,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
280,280,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,162
281,281,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,644
282,282,2018,Haryana,6,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
283,283,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Female,126
284,284,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Male,626
285,285,2018,Haryana,6,Middle (Up To Class–8ᵗʰ),Transgender,0
286,286,2018,Haryana,6,No Education,Female,126
287,287,2018,Haryana,6,No Education,Male,352
288,288,2018,Haryana,6,No Education,Transgender,0
289,289,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Female,126
290,290,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Male,375
291,291,2018,Haryana,6,Primary (Up To Class–5ᵗʰ),Transgender,0
292,292,2018,Haryana,6,Professionals (Mba Etc.),Female,5
293,293,2018,Haryana,6,Professionals (Mba Etc.),Male,20
294,294,2018,Haryana,6,Professionals (Mba Etc.),Transgender,0
295,295,2018,Haryana,6,Status Not Known,Female,67
296,296,2018,Haryana,6,Status Not Known,Male,172
297,297,2018,Haryana,6,Status Not Known,Transgender,0
298,298,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Female,2
299,299,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Male,5
300,300,2018,Himachal Pradesh,2,Diploma/ Certificate/ Iti,Transgender,0
301,301,2018,Himachal Pradesh,2,Graduate And Above,Female,11
302,302,2018,Himachal Pradesh,2,Graduate And Above,Male,19
303,303,2018,Himachal Pradesh,2,Graduate And Above,Transgender,0
304,304,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,53
305,305,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,77
306,306,2018,Himachal Pradesh,2,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
307,307,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,71
308,308,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,149
309,309,2018,Himachal Pradesh,2,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
310,310,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Female,55
311,311,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Male,117
312,312,2018,Himachal Pradesh,2,Middle (Up To Class–8ᵗʰ),Transgender,0
313,313,2018,Himachal Pradesh,2,No Education,Female,15
314,314,2018,Himachal Pradesh,2,No Education,Male,29
315,315,2018,Himachal Pradesh,2,No Education,Transgender,0
316,316,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Female,33
317,317,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Male,72
318,318,2018,Himachal Pradesh,2,Primary (Up To Class–5ᵗʰ),Transgender,0
319,319,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Female,3
320,320,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Male,8
321,321,2018,Himachal Pradesh,2,Professionals (Mba Etc.),Transgender,0
322,322,2018,Himachal Pradesh,2,Status Not Known,Female,4
323,323,2018,Himachal Pradesh,2,Status Not Known,Male,17
324,324,2018,Himachal Pradesh,2,Status Not Known,Transgender,0
325,325,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Female,0
326,326,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Male,0
327,327,2018,Jammu And Kashmir,1,Diploma/ Certificate/ Iti,Transgender,0
328,328,2018,Jammu And Kashmir,1,Graduate And Above,Female,1
329,329,2018,Jammu And Kashmir,1,Graduate And Above,Male,4
330,330,2018,Jammu And Kashmir,1,Graduate And Above,Transgender,0
331,331,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Female,11
332,332,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Male,25
333,333,2018,Jammu And Kashmir,1,Hr. Secondary/ Intermediate/ Pre–University (Up To Class–12ᵗʰ),Transgender,0
334,334,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Female,49
335,335,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Male,31
336,336,2018,Jammu And Kashmir,1,Matriculate/ Secondary (Up To Class–10ᵗʰ),Transgender,0
337,337,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Female,20
338,338,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Male,24
339,339,2018,Jammu And Kashmir,1,Middle (Up To Class–8ᵗʰ),Transgender,0
340,340,2018,Jammu And Kashmir,1,No Education,Female,69
341,341,2018,Jammu And Kashmir,1,No Education,Male,47
342,342,2018,Jammu And Kashmir,1,No Education,Transgender,0
343,343,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Female,21
344,344,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Male,11
345,345,2018,Jammu And Kashmir,1,Primary (Up To Class–5ᵗʰ),Transgender,0
346,346,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Female,0
347,347,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Male,0
348,348,2018,Jammu And Kashmir,1,Professionals (Mba Etc.),Transgender,0
349,349,2018,Jammu And Kashmir,1,Status Not Known,Female,4
350,350,2018,Jammu And Kashmir,1,Status Not Known,Male,13
351,351,2018,Jammu And Kashmir,1,Status Not Known,Transgender,0
352,352,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Female,4
353,353,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Male,16
354,354,2018,Jharkhand,20,Diploma/ Certificate/ Iti,Transgender,0
355,355,2018,Jharkhand,20,Graduate And Above,Female,3
356,356,2018,Jharkhand,20,Graduate And Above,Male,13
