_id,id,year,state_name,state_code,economic_status,gender,number_of_deaths
1584,1583,2021,Puducherry,34,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1585,1584,2021,Punjab,3,Less Than ₹1 Lakh,Female,518
1586,1585,2021,Punjab,3,Less Than ₹1 Lakh,Male,1486
1587,1586,2021,Punjab,3,Less Than ₹1 Lakh,Transgender,0
1588,1587,2021,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,55
1589,1588,2021,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,461
1590,1589,2021,Punjab,3,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1591,1590,2021,Punjab,3,₹10 Lakhs And Above,Female,1
1592,1591,2021,Punjab,3,₹10 Lakhs And Above,Male,39
1593,1592,2021,Punjab,3,₹10 Lakhs And Above,Transgender,0
1594,1593,2021,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1595,1594,2021,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,39
1596,1595,2021,Punjab,3,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1597,1596,2021,Rajasthan,8,Less Than ₹1 Lakh,Female,1036
1598,1597,2021,Rajasthan,8,Less Than ₹1 Lakh,Male,2448
1599,1598,2021,Rajasthan,8,Less Than ₹1 Lakh,Transgender,0
1600,1599,2021,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,446
1601,1600,2021,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1421
1602,1601,2021,Rajasthan,8,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1603,1602,2021,Rajasthan,8,₹10 Lakhs And Above,Female,11
1604,1603,2021,Rajasthan,8,₹10 Lakhs And Above,Male,29
1605,1604,2021,Rajasthan,8,₹10 Lakhs And Above,Transgender,0
1606,1605,2021,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,43
1607,1606,2021,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,159
1608,1607,2021,Rajasthan,8,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1609,1608,2021,Sikkim,11,Less Than ₹1 Lakh,Female,59
1610,1609,2021,Sikkim,11,Less Than ₹1 Lakh,Male,166
1611,1610,2021,Sikkim,11,Less Than ₹1 Lakh,Transgender,0
1612,1611,2021,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,6
1613,1612,2021,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,33
1614,1613,2021,Sikkim,11,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1615,1614,2021,Sikkim,11,₹10 Lakhs And Above,Female,0
1616,1615,2021,Sikkim,11,₹10 Lakhs And Above,Male,0
1617,1616,2021,Sikkim,11,₹10 Lakhs And Above,Transgender,0
1618,1617,2021,Sikkim,11,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1619,1618,2021,Sikkim,11,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1620,1619,2021,Sikkim,11,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1621,1620,2021,Tamil Nadu,33,Less Than ₹1 Lakh,Female,4578
1622,1621,2021,Tamil Nadu,33,Less Than ₹1 Lakh,Male,9090
1623,1622,2021,Tamil Nadu,33,Less Than ₹1 Lakh,Transgender,10
1624,1623,2021,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1047
1625,1624,2021,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3789
1626,1625,2021,Tamil Nadu,33,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1627,1626,2021,Tamil Nadu,33,₹10 Lakhs And Above,Female,19
1628,1627,2021,Tamil Nadu,33,₹10 Lakhs And Above,Male,43
1629,1628,2021,Tamil Nadu,33,₹10 Lakhs And Above,Transgender,0
1630,1629,2021,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,81
1631,1630,2021,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,268
1632,1631,2021,Tamil Nadu,33,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1633,1632,2021,Telangana,36,Less Than ₹1 Lakh,Female,1029
1634,1633,2021,Telangana,36,Less Than ₹1 Lakh,Male,3323
1635,1634,2021,Telangana,36,Less Than ₹1 Lakh,Transgender,2
1636,1635,2021,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,930
1637,1636,2021,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3733
1638,1637,2021,Telangana,36,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1639,1638,2021,Telangana,36,₹10 Lakhs And Above,Female,66
1640,1639,2021,Telangana,36,₹10 Lakhs And Above,Male,171
1641,1640,2021,Telangana,36,₹10 Lakhs And Above,Transgender,0
1642,1641,2021,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,181
1643,1642,2021,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,736
1644,1643,2021,Telangana,36,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1645,1644,2021,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Female,35
1646,1645,2021,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Male,78
1647,1646,2021,The Dadra And Nagar Haveli And Daman And Diu,38,Less Than ₹1 Lakh,Transgender,0
1648,1647,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,9
1649,1648,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,47
1650,1649,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1651,1650,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹10 Lakhs And Above,Female,0
1652,1651,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹10 Lakhs And Above,Male,0
1653,1652,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹10 Lakhs And Above,Transgender,0
1654,1653,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1655,1654,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
1656,1655,2021,The Dadra And Nagar Haveli And Daman And Diu,38,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1657,1656,2021,Tripura,16,Less Than ₹1 Lakh,Female,206
1658,1657,2021,Tripura,16,Less Than ₹1 Lakh,Male,372
1659,1658,2021,Tripura,16,Less Than ₹1 Lakh,Transgender,0
1660,1659,2021,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,22
1661,1660,2021,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,159
1662,1661,2021,Tripura,16,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1663,1662,2021,Tripura,16,₹10 Lakhs And Above,Female,0
1664,1663,2021,Tripura,16,₹10 Lakhs And Above,Male,0
1665,1664,2021,Tripura,16,₹10 Lakhs And Above,Transgender,0
1666,1665,2021,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1667,1666,2021,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,12
1668,1667,2021,Tripura,16,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1669,1668,2021,Uttar Pradesh,9,Less Than ₹1 Lakh,Female,1758
1670,1669,2021,Uttar Pradesh,9,Less Than ₹1 Lakh,Male,1760
1671,1670,2021,Uttar Pradesh,9,Less Than ₹1 Lakh,Transgender,0
1672,1671,2021,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,590
1673,1672,2021,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1675
1674,1673,2021,Uttar Pradesh,9,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1675,1674,2021,Uttar Pradesh,9,₹10 Lakhs And Above,Female,18
1676,1675,2021,Uttar Pradesh,9,₹10 Lakhs And Above,Male,19
1677,1676,2021,Uttar Pradesh,9,₹10 Lakhs And Above,Transgender,0
1678,1677,2021,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,17
1679,1678,2021,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,95
1680,1679,2021,Uttar Pradesh,9,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1681,1680,2021,Uttarakhand,5,Less Than ₹1 Lakh,Female,192
1682,1681,2021,Uttarakhand,5,Less Than ₹1 Lakh,Male,332
1683,1682,2021,Uttarakhand,5,Less Than ₹1 Lakh,Transgender,0
1684,1683,2021,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,56
1685,1684,2021,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,128
1686,1685,2021,Uttarakhand,5,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1687,1686,2021,Uttarakhand,5,₹10 Lakhs And Above,Female,0
1688,1687,2021,Uttarakhand,5,₹10 Lakhs And Above,Male,1
1689,1688,2021,Uttarakhand,5,₹10 Lakhs And Above,Transgender,0
1690,1689,2021,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,6
1691,1690,2021,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
1692,1691,2021,Uttarakhand,5,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1693,1692,2021,West Bengal,19,Less Than ₹1 Lakh,Female,4162
1694,1693,2021,West Bengal,19,Less Than ₹1 Lakh,Male,6189
1695,1694,2021,West Bengal,19,Less Than ₹1 Lakh,Transgender,1
1696,1695,2021,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,613
1697,1696,2021,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1577
1698,1697,2021,West Bengal,19,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1699,1698,2021,West Bengal,19,₹10 Lakhs And Above,Female,237
1700,1699,2021,West Bengal,19,₹10 Lakhs And Above,Male,262
1701,1700,2021,West Bengal,19,₹10 Lakhs And Above,Transgender,0
1702,1701,2021,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,197
1703,1702,2021,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,262
1704,1703,2021,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1705,1704,2022,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Female,27
1706,1705,2022,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Male,63
1707,1706,2022,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Transgender,0
1708,1707,2022,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,3
1709,1708,2022,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,64
1710,1709,2022,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1711,1710,2022,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Female,0
1712,1711,2022,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Male,0
1713,1712,2022,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Transgender,0
1714,1713,2022,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1715,1714,2022,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,13
1716,1715,2022,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1717,1716,2022,Andhra Pradesh,28,Less Than ₹1 Lakh,Female,1205
1718,1717,2022,Andhra Pradesh,28,Less Than ₹1 Lakh,Male,3325
1719,1718,2022,Andhra Pradesh,28,Less Than ₹1 Lakh,Transgender,2
1720,1719,2022,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,726
1721,1720,2022,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2797
1722,1721,2022,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1723,1722,2022,Andhra Pradesh,28,₹10 Lakhs And Above,Female,26
1724,1723,2022,Andhra Pradesh,28,₹10 Lakhs And Above,Male,123
1725,1724,2022,Andhra Pradesh,28,₹10 Lakhs And Above,Transgender,0
1726,1725,2022,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,184
1727,1726,2022,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,520
1728,1727,2022,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1729,1728,2022,Arunachal Pradesh,12,Less Than ₹1 Lakh,Female,29
1730,1729,2022,Arunachal Pradesh,12,Less Than ₹1 Lakh,Male,81
1731,1730,2022,Arunachal Pradesh,12,Less Than ₹1 Lakh,Transgender,0
1732,1731,2022,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,5
1733,1732,2022,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,25
1734,1733,2022,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1735,1734,2022,Arunachal Pradesh,12,₹10 Lakhs And Above,Female,0
1736,1735,2022,Arunachal Pradesh,12,₹10 Lakhs And Above,Male,3
1737,1736,2022,Arunachal Pradesh,12,₹10 Lakhs And Above,Transgender,0
1738,1737,2022,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1739,1738,2022,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,5
1740,1739,2022,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1741,1740,2022,Assam,18,Less Than ₹1 Lakh,Female,713
1742,1741,2022,Assam,18,Less Than ₹1 Lakh,Male,1479
1743,1742,2022,Assam,18,Less Than ₹1 Lakh,Transgender,0
1744,1743,2022,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,258
1745,1744,2022,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,694
1746,1745,2022,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1747,1746,2022,Assam,18,₹10 Lakhs And Above,Female,10
1748,1747,2022,Assam,18,₹10 Lakhs And Above,Male,12
1749,1748,2022,Assam,18,₹10 Lakhs And Above,Transgender,0
1750,1749,2022,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,30
1751,1750,2022,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,124
1752,1751,2022,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1753,1752,2022,Bihar,10,Less Than ₹1 Lakh,Female,199
1754,1753,2022,Bihar,10,Less Than ₹1 Lakh,Male,186
1755,1754,2022,Bihar,10,Less Than ₹1 Lakh,Transgender,0
1756,1755,2022,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,103
1757,1756,2022,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,182
1758,1757,2022,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1759,1758,2022,Bihar,10,₹10 Lakhs And Above,Female,0
1760,1759,2022,Bihar,10,₹10 Lakhs And Above,Male,2
1761,1760,2022,Bihar,10,₹10 Lakhs And Above,Transgender,0
1762,1761,2022,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,14
1763,1762,2022,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,16
1764,1763,2022,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1765,1764,2022,Chandigarh,4,Less Than ₹1 Lakh,Female,17
1766,1765,2022,Chandigarh,4,Less Than ₹1 Lakh,Male,36
1767,1766,2022,Chandigarh,4,Less Than ₹1 Lakh,Transgender,0
1768,1767,2022,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,23
1769,1768,2022,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,54
1770,1769,2022,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1771,1770,2022,Chandigarh,4,₹10 Lakhs And Above,Female,0
1772,1771,2022,Chandigarh,4,₹10 Lakhs And Above,Male,0
1773,1772,2022,Chandigarh,4,₹10 Lakhs And Above,Transgender,0
1774,1773,2022,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1775,1774,2022,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1776,1775,2022,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1777,1776,2022,Chhattisgarh,22,Less Than ₹1 Lakh,Female,1430
1778,1777,2022,Chhattisgarh,22,Less Than ₹1 Lakh,Male,3687
1779,1778,2022,Chhattisgarh,22,Less Than ₹1 Lakh,Transgender,0
1780,1779,2022,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,776
1781,1780,2022,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2221
1782,1781,2022,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1783,1782,2022,Chhattisgarh,22,₹10 Lakhs And Above,Female,7
1784,1783,2022,Chhattisgarh,22,₹10 Lakhs And Above,Male,35
1785,1784,2022,Chhattisgarh,22,₹10 Lakhs And Above,Transgender,0
1786,1785,2022,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,73
1787,1786,2022,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,217
1788,1787,2022,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1789,1788,2022,Delhi,7,Less Than ₹1 Lakh,Female,449
1790,1789,2022,Delhi,7,Less Than ₹1 Lakh,Male,1211
1791,1790,2022,Delhi,7,Less Than ₹1 Lakh,Transgender,0
1792,1791,2022,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,367
1793,1792,2022,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1155
1794,1793,2022,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1795,1794,2022,Delhi,7,₹10 Lakhs And Above,Female,8
1796,1795,2022,Delhi,7,₹10 Lakhs And Above,Male,28
1797,1796,2022,Delhi,7,₹10 Lakhs And Above,Transgender,0
1798,1797,2022,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,35
1799,1798,2022,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,164
1800,1799,2022,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1801,1800,2022,Goa,30,Less Than ₹1 Lakh,Female,48
1802,1801,2022,Goa,30,Less Than ₹1 Lakh,Male,93
1803,1802,2022,Goa,30,Less Than ₹1 Lakh,Transgender,0
1804,1803,2022,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,20
1805,1804,2022,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,119
1806,1805,2022,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1807,1806,2022,Goa,30,₹10 Lakhs And Above,Female,0
1808,1807,2022,Goa,30,₹10 Lakhs And Above,Male,1
1809,1808,2022,Goa,30,₹10 Lakhs And Above,Transgender,0
1810,1809,2022,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,2
1811,1810,2022,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,19
1812,1811,2022,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1813,1812,2022,Gujarat,24,Less Than ₹1 Lakh,Female,2185
1814,1813,2022,Gujarat,24,Less Than ₹1 Lakh,Male,4193
1815,1814,2022,Gujarat,24,Less Than ₹1 Lakh,Transgender,2
1816,1815,2022,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,527
1817,1816,2022,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1878
1818,1817,2022,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1819,1818,2022,Gujarat,24,₹10 Lakhs And Above,Female,0
1820,1819,2022,Gujarat,24,₹10 Lakhs And Above,Male,2
1821,1820,2022,Gujarat,24,₹10 Lakhs And Above,Transgender,0
1822,1821,2022,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,30
1823,1822,2022,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,185
1824,1823,2022,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1825,1824,2022,Haryana,6,Less Than ₹1 Lakh,Female,523
1826,1825,2022,Haryana,6,Less Than ₹1 Lakh,Male,1781
1827,1826,2022,Haryana,6,Less Than ₹1 Lakh,Transgender,0
1828,1827,2022,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,149
1829,1828,2022,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1075
1830,1829,2022,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
1831,1830,2022,Haryana,6,₹10 Lakhs And Above,Female,9
1832,1831,2022,Haryana,6,₹10 Lakhs And Above,Male,45
1833,1832,2022,Haryana,6,₹10 Lakhs And Above,Transgender,0
1834,1833,2022,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,28
1835,1834,2022,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,172
1836,1835,2022,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1837,1836,2022,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,128
1838,1837,2022,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,250
1839,1838,2022,Himachal Pradesh,2,Less Than ₹1 Lakh,Transgender,0
1840,1839,2022,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,37
1841,1840,2022,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,178
1842,1841,2022,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1843,1842,2022,Himachal Pradesh,2,₹10 Lakhs And Above,Female,2
1844,1843,2022,Himachal Pradesh,2,₹10 Lakhs And Above,Male,6
1845,1844,2022,Himachal Pradesh,2,₹10 Lakhs And Above,Transgender,0
1846,1845,2022,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,6
1847,1846,2022,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,37
1848,1847,2022,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1849,1848,2022,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,109
1850,1849,2022,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,125
1851,1850,2022,Jammu And Kashmir,1,Less Than ₹1 Lakh,Transgender,0
1852,1851,2022,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,28
1853,1852,2022,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,46
1854,1853,2022,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1855,1854,2022,Jammu And Kashmir,1,₹10 Lakhs And Above,Female,0
1856,1855,2022,Jammu And Kashmir,1,₹10 Lakhs And Above,Male,3
1857,1856,2022,Jammu And Kashmir,1,₹10 Lakhs And Above,Transgender,0
1858,1857,2022,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1859,1858,2022,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,11
1860,1859,2022,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1861,1860,2022,Jharkhand,20,Less Than ₹1 Lakh,Female,471
1862,1861,2022,Jharkhand,20,Less Than ₹1 Lakh,Male,981
1863,1862,2022,Jharkhand,20,Less Than ₹1 Lakh,Transgender,0
1864,1863,2022,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,220
1865,1864,2022,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,421
1866,1865,2022,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1867,1866,2022,Jharkhand,20,₹10 Lakhs And Above,Female,2
1868,1867,2022,Jharkhand,20,₹10 Lakhs And Above,Male,32
1869,1868,2022,Jharkhand,20,₹10 Lakhs And Above,Transgender,0
1870,1869,2022,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,15
1871,1870,2022,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,39
1872,1871,2022,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1873,1872,2022,Karnataka,29,Less Than ₹1 Lakh,Female,2178
1874,1873,2022,Karnataka,29,Less Than ₹1 Lakh,Male,6520
1875,1874,2022,Karnataka,29,Less Than ₹1 Lakh,Transgender,1
1876,1875,2022,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,959
1877,1876,2022,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3462
1878,1877,2022,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1879,1878,2022,Karnataka,29,₹10 Lakhs And Above,Female,19
1880,1879,2022,Karnataka,29,₹10 Lakhs And Above,Male,52
1881,1880,2022,Karnataka,29,₹10 Lakhs And Above,Transgender,0
1882,1881,2022,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,87
1883,1882,2022,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,328
1884,1883,2022,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1885,1884,2022,Kerala,32,Less Than ₹1 Lakh,Female,1627
1886,1885,2022,Kerala,32,Less Than ₹1 Lakh,Male,4959
1887,1886,2022,Kerala,32,Less Than ₹1 Lakh,Transgender,1
1888,1887,2022,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,429
1889,1888,2022,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2596
1890,1889,2022,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
1891,1890,2022,Kerala,32,₹10 Lakhs And Above,Female,1
1892,1891,2022,Kerala,32,₹10 Lakhs And Above,Male,30
