_id,id,year,state_name,state_code,economic_status,gender,number_of_deaths
1270,1269,2020,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,54
1271,1270,2020,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,200
1272,1271,2020,West Bengal,19,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1273,1272,2021,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Female,30
1274,1273,2021,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Male,67
1275,1274,2021,Andaman And Nicobar Islands,35,Less Than ₹1 Lakh,Transgender,0
1276,1275,2021,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,6
1277,1276,2021,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,50
1278,1277,2021,Andaman And Nicobar Islands,35,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1279,1278,2021,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Female,0
1280,1279,2021,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Male,0
1281,1280,2021,Andaman And Nicobar Islands,35,₹10 Lakhs And Above,Transgender,0
1282,1281,2021,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1283,1282,2021,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,5
1284,1283,2021,Andaman And Nicobar Islands,35,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1285,1284,2021,Andhra Pradesh,28,Less Than ₹1 Lakh,Female,1071
1286,1285,2021,Andhra Pradesh,28,Less Than ₹1 Lakh,Male,3102
1287,1286,2021,Andhra Pradesh,28,Less Than ₹1 Lakh,Transgender,0
1288,1287,2021,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,777
1289,1288,2021,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2398
1290,1289,2021,Andhra Pradesh,28,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1291,1290,2021,Andhra Pradesh,28,₹10 Lakhs And Above,Female,9
1292,1291,2021,Andhra Pradesh,28,₹10 Lakhs And Above,Male,96
1293,1292,2021,Andhra Pradesh,28,₹10 Lakhs And Above,Transgender,0
1294,1293,2021,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,164
1295,1294,2021,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,450
1296,1295,2021,Andhra Pradesh,28,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1297,1296,2021,Arunachal Pradesh,12,Less Than ₹1 Lakh,Female,39
1298,1297,2021,Arunachal Pradesh,12,Less Than ₹1 Lakh,Male,74
1299,1298,2021,Arunachal Pradesh,12,Less Than ₹1 Lakh,Transgender,0
1300,1299,2021,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,5
1301,1300,2021,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,18
1302,1301,2021,Arunachal Pradesh,12,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1303,1302,2021,Arunachal Pradesh,12,₹10 Lakhs And Above,Female,0
1304,1303,2021,Arunachal Pradesh,12,₹10 Lakhs And Above,Male,1
1305,1304,2021,Arunachal Pradesh,12,₹10 Lakhs And Above,Transgender,0
1306,1305,2021,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,5
1307,1306,2021,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,18
1308,1307,2021,Arunachal Pradesh,12,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1309,1308,2021,Assam,18,Less Than ₹1 Lakh,Female,486
1310,1309,2021,Assam,18,Less Than ₹1 Lakh,Male,1006
1311,1310,2021,Assam,18,Less Than ₹1 Lakh,Transgender,0
1312,1311,2021,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,372
1313,1312,2021,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1199
1314,1313,2021,Assam,18,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1315,1314,2021,Assam,18,₹10 Lakhs And Above,Female,0
1316,1315,2021,Assam,18,₹10 Lakhs And Above,Male,1
1317,1316,2021,Assam,18,₹10 Lakhs And Above,Transgender,0
1318,1317,2021,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,53
1319,1318,2021,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,145
1320,1319,2021,Assam,18,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1321,1320,2021,Bihar,10,Less Than ₹1 Lakh,Female,183
1322,1321,2021,Bihar,10,Less Than ₹1 Lakh,Male,239
1323,1322,2021,Bihar,10,Less Than ₹1 Lakh,Transgender,0
1324,1323,2021,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,156
1325,1324,2021,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,185
1326,1325,2021,Bihar,10,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1327,1326,2021,Bihar,10,₹10 Lakhs And Above,Female,4
1328,1327,2021,Bihar,10,₹10 Lakhs And Above,Male,11
1329,1328,2021,Bihar,10,₹10 Lakhs And Above,Transgender,0
1330,1329,2021,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,14
1331,1330,2021,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,35
1332,1331,2021,Bihar,10,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1333,1332,2021,Chandigarh,4,Less Than ₹1 Lakh,Female,14
1334,1333,2021,Chandigarh,4,Less Than ₹1 Lakh,Male,32
1335,1334,2021,Chandigarh,4,Less Than ₹1 Lakh,Transgender,0
1336,1335,2021,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,19
1337,1336,2021,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,41
1338,1337,2021,Chandigarh,4,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1339,1338,2021,Chandigarh,4,₹10 Lakhs And Above,Female,1
1340,1339,2021,Chandigarh,4,₹10 Lakhs And Above,Male,1
1341,1340,2021,Chandigarh,4,₹10 Lakhs And Above,Transgender,0
1342,1341,2021,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,2
1343,1342,2021,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,10
1344,1343,2021,Chandigarh,4,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1345,1344,2021,Chhattisgarh,22,Less Than ₹1 Lakh,Female,1591
1346,1345,2021,Chhattisgarh,22,Less Than ₹1 Lakh,Male,3526
1347,1346,2021,Chhattisgarh,22,Less Than ₹1 Lakh,Transgender,0
1348,1347,2021,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,520
1349,1348,2021,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1826
1350,1349,2021,Chhattisgarh,22,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1351,1350,2021,Chhattisgarh,22,₹10 Lakhs And Above,Female,11
1352,1351,2021,Chhattisgarh,22,₹10 Lakhs And Above,Male,37
1353,1352,2021,Chhattisgarh,22,₹10 Lakhs And Above,Transgender,0
1354,1353,2021,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,81
1355,1354,2021,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,236
1356,1355,2021,Chhattisgarh,22,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1357,1356,2021,Delhi,7,Less Than ₹1 Lakh,Female,417
1358,1357,2021,Delhi,7,Less Than ₹1 Lakh,Male,1007
1359,1358,2021,Delhi,7,Less Than ₹1 Lakh,Transgender,0
1360,1359,2021,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,296
1361,1360,2021,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,943
1362,1361,2021,Delhi,7,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,1
1363,1362,2021,Delhi,7,₹10 Lakhs And Above,Female,2
1364,1363,2021,Delhi,7,₹10 Lakhs And Above,Male,3
1365,1364,2021,Delhi,7,₹10 Lakhs And Above,Transgender,0
1366,1365,2021,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,31
1367,1366,2021,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,140
1368,1367,2021,Delhi,7,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1369,1368,2021,Goa,30,Less Than ₹1 Lakh,Female,55
1370,1369,2021,Goa,30,Less Than ₹1 Lakh,Male,116
1371,1370,2021,Goa,30,Less Than ₹1 Lakh,Transgender,0
1372,1371,2021,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,16
1373,1372,2021,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,124
1374,1373,2021,Goa,30,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1375,1374,2021,Goa,30,₹10 Lakhs And Above,Female,0
1376,1375,2021,Goa,30,₹10 Lakhs And Above,Male,0
1377,1376,2021,Goa,30,₹10 Lakhs And Above,Transgender,0
1378,1377,2021,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1379,1378,2021,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,9
1380,1379,2021,Goa,30,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1381,1380,2021,Gujarat,24,Less Than ₹1 Lakh,Female,2074
1382,1381,2021,Gujarat,24,Less Than ₹1 Lakh,Male,4207
1383,1382,2021,Gujarat,24,Less Than ₹1 Lakh,Transgender,1
1384,1383,2021,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,492
1385,1384,2021,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1805
1386,1385,2021,Gujarat,24,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1387,1386,2021,Gujarat,24,₹10 Lakhs And Above,Female,0
1388,1387,2021,Gujarat,24,₹10 Lakhs And Above,Male,18
1389,1388,2021,Gujarat,24,₹10 Lakhs And Above,Transgender,0
1390,1389,2021,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,23
1391,1390,2021,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,169
1392,1391,2021,Gujarat,24,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1393,1392,2021,Haryana,6,Less Than ₹1 Lakh,Female,485
1394,1393,2021,Haryana,6,Less Than ₹1 Lakh,Male,1616
1395,1394,2021,Haryana,6,Less Than ₹1 Lakh,Transgender,0
1396,1395,2021,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,286
1397,1396,2021,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1090
1398,1397,2021,Haryana,6,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1399,1398,2021,Haryana,6,₹10 Lakhs And Above,Female,30
1400,1399,2021,Haryana,6,₹10 Lakhs And Above,Male,27
1401,1400,2021,Haryana,6,₹10 Lakhs And Above,Transgender,0
1402,1401,2021,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,21
1403,1402,2021,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,137
1404,1403,2021,Haryana,6,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1405,1404,2021,Himachal Pradesh,2,Less Than ₹1 Lakh,Female,203
1406,1405,2021,Himachal Pradesh,2,Less Than ₹1 Lakh,Male,232
1407,1406,2021,Himachal Pradesh,2,Less Than ₹1 Lakh,Transgender,0
1408,1407,2021,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,56
1409,1408,2021,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,304
1410,1409,2021,Himachal Pradesh,2,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1411,1410,2021,Himachal Pradesh,2,₹10 Lakhs And Above,Female,0
1412,1411,2021,Himachal Pradesh,2,₹10 Lakhs And Above,Male,4
1413,1412,2021,Himachal Pradesh,2,₹10 Lakhs And Above,Transgender,0
1414,1413,2021,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,16
1415,1414,2021,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,74
1416,1415,2021,Himachal Pradesh,2,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1417,1416,2021,Jammu And Kashmir,1,Less Than ₹1 Lakh,Female,71
1418,1417,2021,Jammu And Kashmir,1,Less Than ₹1 Lakh,Male,95
1419,1418,2021,Jammu And Kashmir,1,Less Than ₹1 Lakh,Transgender,0
1420,1419,2021,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,32
1421,1420,2021,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,41
1422,1421,2021,Jammu And Kashmir,1,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1423,1422,2021,Jammu And Kashmir,1,₹10 Lakhs And Above,Female,0
1424,1423,2021,Jammu And Kashmir,1,₹10 Lakhs And Above,Male,4
1425,1424,2021,Jammu And Kashmir,1,₹10 Lakhs And Above,Transgender,0
1426,1425,2021,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1427,1426,2021,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,4
1428,1427,2021,Jammu And Kashmir,1,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1429,1428,2021,Jharkhand,20,Less Than ₹1 Lakh,Female,308
1430,1429,2021,Jharkhand,20,Less Than ₹1 Lakh,Male,903
1431,1430,2021,Jharkhand,20,Less Than ₹1 Lakh,Transgender,0
1432,1431,2021,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,138
1433,1432,2021,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,409
1434,1433,2021,Jharkhand,20,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1435,1434,2021,Jharkhand,20,₹10 Lakhs And Above,Female,0
1436,1435,2021,Jharkhand,20,₹10 Lakhs And Above,Male,2
1437,1436,2021,Jharkhand,20,₹10 Lakhs And Above,Transgender,0
1438,1437,2021,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,21
1439,1438,2021,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,44
1440,1439,2021,Jharkhand,20,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1441,1440,2021,Karnataka,29,Less Than ₹1 Lakh,Female,2175
1442,1441,2021,Karnataka,29,Less Than ₹1 Lakh,Male,5880
1443,1442,2021,Karnataka,29,Less Than ₹1 Lakh,Transgender,3
1444,1443,2021,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,875
1445,1444,2021,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3755
1446,1445,2021,Karnataka,29,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1447,1446,2021,Karnataka,29,₹10 Lakhs And Above,Female,3
1448,1447,2021,Karnataka,29,₹10 Lakhs And Above,Male,28
1449,1448,2021,Karnataka,29,₹10 Lakhs And Above,Transgender,0
1450,1449,2021,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,73
1451,1450,2021,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,264
1452,1451,2021,Karnataka,29,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1453,1452,2021,Kerala,32,Less Than ₹1 Lakh,Female,1497
1454,1453,2021,Kerala,32,Less Than ₹1 Lakh,Male,4495
1455,1454,2021,Kerala,32,Less Than ₹1 Lakh,Transgender,6
1456,1455,2021,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,498
1457,1456,2021,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2647
1458,1457,2021,Kerala,32,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1459,1458,2021,Kerala,32,₹10 Lakhs And Above,Female,5
1460,1459,2021,Kerala,32,₹10 Lakhs And Above,Male,19
1461,1460,2021,Kerala,32,₹10 Lakhs And Above,Transgender,0
1462,1461,2021,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,56
1463,1462,2021,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,326
1464,1463,2021,Kerala,32,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1465,1464,2021,Ladakh,37,Less Than ₹1 Lakh,Female,1
1466,1465,2021,Ladakh,37,Less Than ₹1 Lakh,Male,4
1467,1466,2021,Ladakh,37,Less Than ₹1 Lakh,Transgender,0
1468,1467,2021,Ladakh,37,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,0
1469,1468,2021,Ladakh,37,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,5
1470,1469,2021,Ladakh,37,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1471,1470,2021,Ladakh,37,₹10 Lakhs And Above,Female,0
1472,1471,2021,Ladakh,37,₹10 Lakhs And Above,Male,0
1473,1472,2021,Ladakh,37,₹10 Lakhs And Above,Transgender,0
1474,1473,2021,Ladakh,37,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1475,1474,2021,Ladakh,37,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1476,1475,2021,Ladakh,37,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1477,1476,2021,Lakshadweep,31,Less Than ₹1 Lakh,Female,0
1478,1477,2021,Lakshadweep,31,Less Than ₹1 Lakh,Male,0
1479,1478,2021,Lakshadweep,31,Less Than ₹1 Lakh,Transgender,0
1480,1479,2021,Lakshadweep,31,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,0
1481,1480,2021,Lakshadweep,31,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,0
1482,1481,2021,Lakshadweep,31,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1483,1482,2021,Lakshadweep,31,₹10 Lakhs And Above,Female,0
1484,1483,2021,Lakshadweep,31,₹10 Lakhs And Above,Male,0
1485,1484,2021,Lakshadweep,31,₹10 Lakhs And Above,Transgender,0
1486,1485,2021,Lakshadweep,31,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1487,1486,2021,Lakshadweep,31,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1488,1487,2021,Lakshadweep,31,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1489,1488,2021,Madhya Pradesh,23,Less Than ₹1 Lakh,Female,3511
1490,1489,2021,Madhya Pradesh,23,Less Than ₹1 Lakh,Male,6233
1491,1490,2021,Madhya Pradesh,23,Less Than ₹1 Lakh,Transgender,0
1492,1491,2021,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1167
1493,1492,2021,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,3625
1494,1493,2021,Madhya Pradesh,23,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1495,1494,2021,Madhya Pradesh,23,₹10 Lakhs And Above,Female,5
1496,1495,2021,Madhya Pradesh,23,₹10 Lakhs And Above,Male,36
1497,1496,2021,Madhya Pradesh,23,₹10 Lakhs And Above,Transgender,0
1498,1497,2021,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,79
1499,1498,2021,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,309
1500,1499,2021,Madhya Pradesh,23,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1501,1500,2021,Maharashtra,27,Less Than ₹1 Lakh,Female,3576
1502,1501,2021,Maharashtra,27,Less Than ₹1 Lakh,Male,11389
1503,1502,2021,Maharashtra,27,Less Than ₹1 Lakh,Transgender,3
1504,1503,2021,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1091
1505,1504,2021,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,5650
1506,1505,2021,Maharashtra,27,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1507,1506,2021,Maharashtra,27,₹10 Lakhs And Above,Female,0
1508,1507,2021,Maharashtra,27,₹10 Lakhs And Above,Male,17
1509,1508,2021,Maharashtra,27,₹10 Lakhs And Above,Transgender,0
1510,1509,2021,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,48
1511,1510,2021,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,433
1512,1511,2021,Maharashtra,27,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1513,1512,2021,Manipur,14,Less Than ₹1 Lakh,Female,11
1514,1513,2021,Manipur,14,Less Than ₹1 Lakh,Male,28
1515,1514,2021,Manipur,14,Less Than ₹1 Lakh,Transgender,0
1516,1515,2021,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,0
1517,1516,2021,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,2
1518,1517,2021,Manipur,14,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1519,1518,2021,Manipur,14,₹10 Lakhs And Above,Female,0
1520,1519,2021,Manipur,14,₹10 Lakhs And Above,Male,0
1521,1520,2021,Manipur,14,₹10 Lakhs And Above,Transgender,0
1522,1521,2021,Manipur,14,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1523,1522,2021,Manipur,14,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,8
1524,1523,2021,Manipur,14,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1525,1524,2021,Meghalaya,17,Less Than ₹1 Lakh,Female,46
1526,1525,2021,Meghalaya,17,Less Than ₹1 Lakh,Male,139
1527,1526,2021,Meghalaya,17,Less Than ₹1 Lakh,Transgender,0
1528,1527,2021,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,7
1529,1528,2021,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,32
1530,1529,2021,Meghalaya,17,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1531,1530,2021,Meghalaya,17,₹10 Lakhs And Above,Female,0
1532,1531,2021,Meghalaya,17,₹10 Lakhs And Above,Male,0
1533,1532,2021,Meghalaya,17,₹10 Lakhs And Above,Transgender,0
1534,1533,2021,Meghalaya,17,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,1
1535,1534,2021,Meghalaya,17,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,1
1536,1535,2021,Meghalaya,17,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1537,1536,2021,Mizoram,15,Less Than ₹1 Lakh,Female,8
1538,1537,2021,Mizoram,15,Less Than ₹1 Lakh,Male,56
1539,1538,2021,Mizoram,15,Less Than ₹1 Lakh,Transgender,0
1540,1539,2021,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,1
1541,1540,2021,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,32
1542,1541,2021,Mizoram,15,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1543,1542,2021,Mizoram,15,₹10 Lakhs And Above,Female,0
1544,1543,2021,Mizoram,15,₹10 Lakhs And Above,Male,0
1545,1544,2021,Mizoram,15,₹10 Lakhs And Above,Transgender,0
1546,1545,2021,Mizoram,15,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1547,1546,2021,Mizoram,15,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,2
1548,1547,2021,Mizoram,15,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1549,1548,2021,Nagaland,13,Less Than ₹1 Lakh,Female,6
1550,1549,2021,Nagaland,13,Less Than ₹1 Lakh,Male,24
1551,1550,2021,Nagaland,13,Less Than ₹1 Lakh,Transgender,0
1552,1551,2021,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,0
1553,1552,2021,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,10
1554,1553,2021,Nagaland,13,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1555,1554,2021,Nagaland,13,₹10 Lakhs And Above,Female,0
1556,1555,2021,Nagaland,13,₹10 Lakhs And Above,Male,0
1557,1556,2021,Nagaland,13,₹10 Lakhs And Above,Transgender,0
1558,1557,2021,Nagaland,13,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1559,1558,2021,Nagaland,13,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,3
1560,1559,2021,Nagaland,13,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1561,1560,2021,Odisha,21,Less Than ₹1 Lakh,Female,833
1562,1561,2021,Odisha,21,Less Than ₹1 Lakh,Male,2734
1563,1562,2021,Odisha,21,Less Than ₹1 Lakh,Transgender,0
1564,1563,2021,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,389
1565,1564,2021,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,1624
1566,1565,2021,Odisha,21,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1567,1566,2021,Odisha,21,₹10 Lakhs And Above,Female,0
1568,1567,2021,Odisha,21,₹10 Lakhs And Above,Male,0
1569,1568,2021,Odisha,21,₹10 Lakhs And Above,Transgender,0
1570,1569,2021,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,17
1571,1570,2021,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,54
1572,1571,2021,Odisha,21,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Transgender,0
1573,1572,2021,Puducherry,34,Less Than ₹1 Lakh,Female,133
1574,1573,2021,Puducherry,34,Less Than ₹1 Lakh,Male,370
1575,1574,2021,Puducherry,34,Less Than ₹1 Lakh,Transgender,1
1576,1575,2021,Puducherry,34,₹1 Lakh & Above - Less Than ₹5 Lakhs,Female,0
1577,1576,2021,Puducherry,34,₹1 Lakh & Above - Less Than ₹5 Lakhs,Male,0
1578,1577,2021,Puducherry,34,₹1 Lakh & Above - Less Than ₹5 Lakhs,Transgender,0
1579,1578,2021,Puducherry,34,₹10 Lakhs And Above,Female,0
1580,1579,2021,Puducherry,34,₹10 Lakhs And Above,Male,0
1581,1580,2021,Puducherry,34,₹10 Lakhs And Above,Transgender,0
1582,1581,2021,Puducherry,34,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Female,0
1583,1582,2021,Puducherry,34,₹5 Lakhs & Above - Less Than ₹10 Lakhs,Male,0
